codigo;codempresa;codigo_administrativo;codigo_unit;razao_social;nome_fantasia;responsavel;cnpj;contato_nome;contato_ddd1;contato_telefone1;inscricao_estadual;inscricao_municipal;ramo_atividade;tratamento;estado_civil;oab;cpf;rg;nascimento;profissao;nacionalidade;logradouro;numero;complemento;bairro;cep;cidade;uf;ddd1;telefone1;ddd2;telefone2;ddd3;telefone3;email1;email2;site;observacoes;cliente;tipocliente;ativo;inclusao;matricula;grupo_cliente;contato_nome2;contato_nome3;contato_ddd2;contato_ddd3;contato_telefone2;contato_telefone3;contato_setor1;contato_setor2;contato_setor3;contato_email1;contato_email2;contato_email3;ddd_comercial;telefone_comercial;pis;nome_pai;nome_mae;pac;visualizado_relatorio_pac;pac_regional;cod_fase_cliente;migracao;razao_social_2;migracao2;cpf_cnpj;escritorio;cod_perfil_cliente;campo_livre1;campo_livre2;cod_campo_livre2;cod_terceiro_categoria;numero_pasta;migracao_parceiro;cod_cliente_estado_civil;cod_usuario;cod_estado_brasil;migracao3;cod_escolaridade
7164112;92577;;0;Fulano(a) 1402;;;;;;;;;;;CA;;;;08/04/1953 00:00;Aposentado;Brasileiro;;;;Barra Alegre;;Florianopolis;SC;;;;(00) 9999-2356;;;;;;;FI;1;1;18/10/2013 14:14;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1402;;;;0;;;6279;;253;;;;;;
10811726;92577;;0;Fulano(a) 1403;;;;;;;;;;;CA;;;;02/02/1987 00:00;Servidor Público;Brasileiro;;;;Jardim Vitória;;Florianopolis;SC;;;;(00) 9999-2357;;;;;;;FI;1;1;27/04/2015 17:33;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1403;;;;0;;;6331;;445;;;;;;
102942409;92577;;0;Fulano(a) 1404;;;;;;;;;;;;;;;23/10/1972 00:00;;Brasileira;;;;Alphaville;;Florianopolis;SC;;;;(00) 9999-2358;;;;;;;FI;1;0;25/10/2019 11:51;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1404;;;;0;;;;;1054;;;;;;
15437878;92577;;0;Fulano(a) 1405;;;;;;;;;;;CA;;;;19/06/1991 00:00;Tecnico de Manutenção;Brasileira;;;;Novo Oriente;;Floripa;Sc;;;;(00) 9999-2359;;;;;;;FI;1;1;25/05/2017 16:09;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1405;;;;0;;;6279;;688;;;;;;
6281743;92577;;0;Fulano(a) 1406;;;;;;;;;;;SO;;;;09/02/1983 00:00;Industriário;Brasileiro;;;;Ideal;;Floripa;Sc;;;;(00) 9999-2360;;;;;;;FI;1;0;20/06/2013 23:43;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1406;;;;0;;;7461;;189;;;;;;
4864253;92577;;0;Fulano(a) 1407;;;;;;;;;;;CA;;;;10/05/1969 00:00;Metalúrgico;Brasileira;;;;São Geraldo;;Floripa;SC;;;;(00) 9999-2361;;;;;;;FI;1;1;13/11/2012 13:08;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1407;;;;0;;;6280;;122;;;;;;
16012387;92577;;0;Fulano(a) 1408;;;;;;;;;;;SO;;;;09/06/1999 00:00;Estudante;Brasileira;;;;Bom Jardim;;Rib. Do Pinhal;PR;;;;(00) 9999-2362;;;;;;;FI;1;0;11/09/2017 15:06;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1408;;;;0;;;6279;;728;;;;;;
103102747;92577;;0;Fulano(a) 1409;;;;;;;;;;;;;;;01/12/1974 00:00;Metalúrgico;Brasileira;;;;Bela Vista;;Ribeirao do Pinhal;PR;;;;(00) 9999-2363;;;;;;;FI;1;0;26/11/2019 16:16;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1409;;;;0;;;;;1072;;;;;;
103094855;92577;;0;Fulano(a) 1410;;;;;;;;;;;;;;;22/03/1974 00:00;;Brasileira;;;;;;Ribei. Pinhal;PR;;;;(00) 9999-2364;;;;;;;FI;1;0;25/11/2019 13:20;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1410;;;;0;;;;;1070;;;;;;
103117196;92577;;0;Fulano(a) 1411;;;;;;;;;;;CA;;;;29/08/1981 00:00;;Brasileira;;;;Iguaçu;;Floripa;SC;;;;(00) 9999-2365;;;;;;;FI;1;0;29/11/2019 10:42;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1411;;;;0;;;6280;;1075;;;;;;
9817295;92577;;0;Fulano(a) 1412;;;;;;;;;;;CA;;;;22/09/1955 00:00;Aposentado;Brasileiro;;;;Corrego do Padre;;Florianopolis;SC;;;;(00) 9999-2366;;;;;;;FI;1;1;12/11/2014 17:46;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1412;;;;0;;;6279;;392;;;;;;
11794593;92577;;0;Fulano(a) 1413;;;;;;;;;;;CA;;;;10/05/1972 00:00;Autonoma;Brasileira;;;;Cidade Nobre;;Florianopolis;SC;;;;(00) 9999-2367;;;;;;;FI;1;0;01/09/2015 16:57;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1413;;;;0;;;6331;;485;;;;;;
103108483;92577;;0;Fulano(a) 1414;;;;;;;;;;;CA;;;;;;Brasileira;;;;;;Florianopolis;SC;;;;(00) 9999-2368;;;;;;;FI;1;0;27/11/2019 16:00;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1414;;;;0;;;;;1073;;;;;;
4242449;92577;;0;Fulano(a) 1415;;;;;;;;;;;CA;;;;26/05/1982 00:00;Advogado;Brasileira;;;;Ideal;;Floripa;Sc;;;;(00) 9999-2369;;;;;;;FI;1;1;09/07/2012 22:31;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1415;;;;0;;;6331;;4;;;;;;7
102973120;92577;;0;Fulano(a) 1416;;;;;;;;;;;CA;;;;07/05/1967 00:00;;Brasileira;;;;;;Floripa;Sc;;;;(00) 9999-2370;;;;;;;FI;1;0;30/10/2019 16:28;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1416;;;;0;;;;;1056;;;;;;
104435085;92577;;0;Fulano(a) 1417;;;;;;;;;;;CA;;;;04/04/1972 00:00;Preservador de coqueria;Brasileira;;;;Bom Jardim;;Floripa;SC;;;;(00) 9999-2371;;;;;;;FI;1;0;10/11/2020 16:45;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1417;;;;100040203;;;;;1175;;;;;;4
103120439;92577;;0;Fulano(a) 1418;;;;;;;;;;;;;;;06/12/1964 00:00;;Brasileira;;;;;;Rib. Do Pinhal;PR;;;;(00) 9999-2372;;;;;;;FI;1;0;29/11/2019 16:32;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1418;;;;0;;;;;1076;;;;;;
103114501;92577;;0;Fulano(a) 1419;;;;;;;;;;;CA;;;;25/11/1968 00:00;;Brasileira;;;;;;Ribeirao do Pinhal;PR;;;;(00) 9999-2373;;;;;;;FI;1;0;28/11/2019 16:07;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1419;;;;0;;;;;1074;;;;;;
100366118;92577;;0;Fulano(a) 1420;;;;;;;;;;;CA;;;;23/06/1974 00:00;Mecânico Hidráulico IV;Brasileira;;;;Parque Caravelas;;Ribei. Pinhal;PR;;;;(00) 9999-2374;;;;;;;FI;1;1;16/03/2018 11:56;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1420;;;;100040197;;;;;789;;;;;;
102996291;92577;;0;Fulano(a) 1421;;;;;;;;;;;CA;;;;08/09/1962 00:00;Aposentado;Brasileira;;;;Esperança;;Floripa;SC;;;;(00) 9999-2375;;;;;;;FI;1;1;01/11/2019 09:41;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1421;;;;0;;;6279;;1058;;;;;;
13903761;92577;;0;Fulano(a) 1422;;;;;;;;;;;CA;;;;01/04/1969 00:00;Industriário;Brasileiro;;;;Bom Jardim;;Florianopolis;SC;;;;(00) 9999-2376;;;;;;;FI;1;1;09/08/2016 17:39;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1422;;;;0;;;6279;;586;;;;;;
103755503;92577;;0;Fulano(a) 1423;;;;;;;;;;;CA;;;;05/11/1969 00:00;Técnico em eletrotécnica;Brasileira;;;;Esperança;;Florianopolis;SC;;;;(00) 9999-2377;;;;;;;FI;1;1;21/05/2020 08:48;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1423;;;;100040197;;;;;1125;;;;;;9
103164734;92577;;0;Fulano(a) 1424;;;;;;;;;;;CA;;;;08/05/1971 00:00;;Brasielira;;;;Córrego Novo;;Florianopolis;SC;;;;(00) 9999-2378;;;;;;;FI;1;0;11/12/2019 14:01;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1424;;;;0;;;;;1078;;;;;;
5017938;92577;;0;Fulano(a) 1425;;;;;;;;;;;CA;;;;14/08/1958 00:00;Aposentado;Brasileira;;;;Ideal;;Floripa;Sc;;;;(00) 9999-2379;;;;;;;FI;1;1;12/12/2012 10:11;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1425;;;;0;;;6331;;138;;;;;;
16107571;92577;;0;Fulano(a) 1426;;;;;;;;;;;CA;;;;18/04/1968 00:00;Industriário;Brasileira;;;;Cariru;;Floripa;SC;;;;(00) 9999-2380;;;;;;;FI;1;1;28/09/2017 16:54;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1426;;;;0;;;6279;;736;;;;;;
101363792;92577;;0;Fulano(a) 1427;;;;;;;;;;;CA;;;;16/12/1969 00:00;;Brasileira;;;;Cidade Nobre;;Florianopolis;SC;;;;(00) 9999-2381;;;;;;;FI;1;1;24/10/2018 15:24;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1427;;;;100040197;;;;;889;;;;;;
5262126;92577;;0;Fulano(a) 1428;;;;;;;;;;;CA;;;;23/02/1969 00:00;Contadora;Brasileira;;;;Ideal;;Florianopolis;SC;;;;(00) 9999-2382;;;;;;;FI;1;0;30/01/2013 17:48;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1428;;;;0;;;6279;;162;;;;;;
103239130;92577;;0;Fulano(a) 1429;;;;;;;;;;;;;;;;;;;;;Parque da Fazenda;;Florianopolis;SC;;;;(00) 9999-2383;;;;;;;JU;1;0;07/01/2020 16:07;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1429;;;;0;;;7551;;1079;;;;;;
104987678;92577;;0;Fulano(a) 1430;;;;;;;;;;;CA;;;;07/12/1989 00:00;Vigilante;Brasileira;;;;Canaã;;Floripa;Sc;;;;(00) 9999-2384;;;;;;;FI;1;1;07/04/2021 17:10;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1430;;;;100040203;;;;;1244;;;;;;6
105218656;92577;;0;Fulano(a) 1431;;;;;;;;;;;DV;;;;28/09/1960 00:00;Industriário;Brasileiro;;;;Novo Cruzeiro;;Floripa;Sc;;;;(00) 9999-2385;;;;;;;FI;1;1;03/06/2021 14:06;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1431;;;;0;;;;;1291;;;;;;
105217234;92577;;0;Fulano(a) 1432;;;;;;;;;;;CA;;;;17/06/1954 00:00;Aposentado;Brasileiro;;;;Canaã;;Floripa;SC;;;;(00) 9999-2386;;;;;;;FI;1;1;02/06/2021 16:45;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1432;;;;0;;;;;1282;;;;;;
103485262;92577;;0;Fulano(a) 1433;;;;;;;;;;;CA;;;;20/05/1978 00:00;Desempregado;Brasileira;;;;Cidade Nova;;Rib. Do Pinhal;PR;;;;(00) 9999-2387;;;;;;;FI;1;1;04/03/2020 17:37;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1433;;;;0;;;100001681;;1096;;;;;;
103251776;92577;;0;Fulano(a) 1434;;;;;;;;;;;;;;;;;;;;;Vila Guilherme;;Ribeirao do Pinhal;PR;;;;(00) 9999-2388;;;;;;;JU;2;1;10/01/2020 11:51;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1434;;;;0;;;;;;;;;;;
103252286;92577;;0;Fulano(a) 1435;;;;;;;;;;;;;;;;;;;;;Alphaville Centro Industrial e Empresarial/Alphaville.;;Ribei. Pinhal;PR;;;;(00) 9999-2389;;;;;;;JU;2;1;10/01/2020 13:50;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1435;;;;0;;;;;;;;;;;
102662528;92577;;0;Fulano(a) 1436;;;;;;;;;;;;;;;;;;;;;Pilar;;Floripa;SC;;;;(00) 9999-2390;;;;;;;JU;2;1;27/08/2019 14:44;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1436;;;;0;;;;;;;;;;;
102466184;92577;;0;Fulano(a) 1437;;;;;;;;;;;VI;;;;13/03/1957 00:00;;Brasileira;;;;;;Florianopolis;SC;;;;(00) 9999-2391;;;;;;;FI;1;1;15/07/2019 13:31;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1437;;;;0;;;6279;;997;;;;;;
6944154;92577;;0;Fulano(a) 1438;;;;;;;;;;;SO;;;;23/12/1975 00:00;Industriario;Brasileiro;;;;Novo Tempo;;Florianopolis;SC;;;;(00) 9999-2392;;;;;;;FI;1;0;18/09/2013 13:08;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1438;;;;0;;;6279;;231;;;;;;
6944220;92577;;0;Fulano(a) 1439;;;;;;;;;;;CA;;;;27/03/1972 00:00;Industriario;Brasileiro;;;;Vila Celeste;;Florianopolis;SC;;;;(00) 9999-2393;;;;;;;FI;1;0;18/09/2013 13:17;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1439;;;;0;;;6279;;232;;;;;;
6942648;92577;;0;Fulano(a) 1440;;;;;;;;;;;CA;;;;06/07/1976 00:00;Industriario;Brasileiro;;;;São Geraldo;;Floripa;Sc;;;;(00) 9999-2394;;;;;;;FI;1;0;18/09/2013 10:55;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1440;;;;0;;;;;230;;;;;;
6944661;92577;;0;Fulano(a) 1441;;;;;;;;;;;SO;;;;09/04/1981 00:00;Industriario;Brasileiro;;;;Jardim Panorama;;Floripa;Sc;;;;(00) 9999-2395;;;;;;;FI;1;0;18/09/2013 14:01;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1441;;;;0;;;6279;;234;;;;;;
9414628;92577;;0;Fulano(a) 1442;;;;;;;;;Imobiliário;;;;;;;;;;;;Centro;;Floripa;SC;;;;(00) 9999-2396;;;;;;;JU;2;1;16/09/2014 15:42;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1442;;;;0;;;;;;;;;;;
9773853;92577;;0;Fulano(a) 1443;;;;;;;;;;;;;;;;;;;;;Vila Hulda;;Rib. Do Pinhal;PR;;;;(00) 9999-2397;;;;;;;JU;2;1;05/11/2014 14:32;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1443;;;;0;;;;;;;;;;;
9668199;92577;;0;Fulano(a) 1444;;;;;;;;;;;;;;;;;;;;;Tamboré;;Ribeirao do Pinhal;PR;;;;(00) 9999-2398;;;;;;;JU;2;1;22/10/2014 12:03;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1444;;;;0;;;;;;;;;;;
103264877;92577;;0;Fulano(a) 1445;;;;;;;;;;;;;;;;;;;;;Centro;;Ribei. Pinhal;PR;;;;(00) 9999-2399;;;;;;;JU;2;1;14/01/2020 16:37;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1445;;;;0;;;;;;;;;;;
16419858;92577;;0;Fulano(a) 1446;;;;;;;;;;;CA;;;;24/03/1966 00:00;Do lar;Brasileira;;;;Veneza;;Floripa;SC;;;;(00) 9999-2400;;;;;;;FI;1;0;04/12/2017 15:52;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1446;;;;0;;;7461;;762;;;;;;
9198969;92577;;0;Fulano(a) 1447;;;;;;;;;;;CA;;;;10/12/1964 00:00;Industriário;Brasileiro;;;;Iguaçu;;Florianopolis;SC;;;;(00) 9999-2401;;;;;;;FI;1;1;14/08/2014 11:07;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1447;;;;0;;;7461;;353;;;;;;
102388655;92577;;0;Fulano(a) 1448;;;;;;;;;;;CA;;;;26/01/1979 00:00;Professora;Brasileira;;;;Ideal;;Florianopolis;SC;;;;(00) 9999-2402;;;;;;;FI;1;0;27/06/2019 14:07;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1448;;;;0;;;6279;;983;;;;;;
4650630;92577;;0;Fulano(a) 1449;;;;;;;;;;;DV;;;;09/03/1967 00:00;Mecânico de manutenção;Brasileira;;;;Recanto Verde;;Florianopolis;SC;;;;(00) 9999-2403;;;;;;;FI;1;1;26/09/2012 09:30;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1449;;;;0;;;6280;;102;;;;;;
105218664;92577;;0;Fulano(a) 1450;;;;;;;;;;;CA;;;;03/02/1970 00:00;Marmorista;Brasileiro;;;;Bethânia;;Floripa;Sc;;;;(00) 9999-2404;;;;;;;FI;1;1;03/06/2021 14:12;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1450;;;;0;;;;;1292;;;;;;
105217470;92577;;0;Fulano(a) 1451;;;;;;;;;;;CA;;;;18/02/1958 00:00;Aposentado;Brasileiro;;;;Cidade Nova;;Floripa;SC;;;;(00) 9999-2405;;;;;;;FI;1;1;02/06/2021 17:13;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1451;;;;0;;;;;1285;;;;;;
100642634;92577;;0;Fulano(a) 1452;;;;;;;;;;;CA;;;;27/05/1966 00:00;Operador;Brasileira;;;;Nova Esperança;;Florianopolis;SC;;;;(00) 9999-2406;;;;;;;FI;1;1;16/05/2018 10:44;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1452;;;;0;;;6279;;809;;;;;;
103305784;92577;;0;Fulano(a) 1453;;;;;;;;;;;CA;;;;02/05/1982 00:00;Bombeiro Civil;Brasileira;;;;Júlia Kubitschek;;Florianopolis;SC;;;;(00) 9999-2407;;;;;;;FI;1;1;23/01/2020 14:22;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1453;;;;0;;;100001681;;1081;;;;;;
102031280;92577;;0;Fulano(a) 1454;;;;;;;;;;;CA;;;;22/08/1961 00:00;Aposentado;Brasileira;;;;Jardim Gramacho;;Florianopolis;SC;;;;(00) 9999-2408;;;;;;;FI;1;1;08/04/2019 11:13;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1454;;;;0;;;6279;;948;;;;;;
103317671;92577;;0;Fulano(a) 1455;;;;;;;;;;;;;;;25/11/1964 00:00;;Brasileira;;;;Bom Jardim;;Floripa;Sc;;;;(00) 9999-2409;;;;;;;FI;1;0;27/01/2020 09:51;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1455;;;;0;;;;;1082;;;;;;
15645185;92577;;0;Fulano(a) 1456;;;;;;;;;;;CA;;;;26/11/1959 00:00;Comerciante;Brasileira;;;;Cidade Nobre;;Floripa;Sc;;;;(00) 9999-2410;;;;;;;FI;1;1;05/07/2017 14:14;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1456;;;;0;;;6279;;705;;;;;;
4353185;92577;;0;Fulano(a) 1457;;;;;;;;;;;DV;;;;27/08/1960 00:00;Montador;Brasileira;;;;Vila Celeste;;Floripa;SC;;;;(00) 9999-2411;;;;;;;FI;1;0;01/08/2012 18:05;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1457;;;;0;;;6279;;24;;;;;;
103327945;92577;;0;Fulano(a) 1458;;;;;;;;;;;;;;;23/09/1967 00:00;;Brasileira;;;;;;Rib. Do Pinhal;PR;;;;(00) 9999-2412;;;;;;;FI;1;0;28/01/2020 15:44;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1458;;;;0;;;;;1084;;;;;;
12726627;92577;;0;Fulano(a) 1459;;;;;;;;;;;SO;;;;11/08/1982 00:00;Desempregada;Brasileira;;;;Limoeiro;;Ribeirao do Pinhal;PR;;;;(00) 9999-2413;;;;;;;FI;1;1;04/02/2016 17:37;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1459;;;;0;;;6279;;540;;;;;;
103337558;92577;;0;Fulano(a) 1460;;;;;;;;;;;CA;;;;09/08/1972 00:00;;Brasileira;;;;Iguaçu;;Ribei. Pinhal;PR;;;;(00) 9999-2414;;;;;;;FI;1;0;30/01/2020 09:33;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1460;;;;0;;;;;1085;;;;;;
103337629;92577;;0;Fulano(a) 1461;;;;;;;;;;;CA;;;;22/07/1973 00:00;Técnico de Manutenção;Brasileira;;;;Bethânia;;Floripa;SC;;;;(00) 9999-2415;;;;;;;FI;1;0;30/01/2020 09:39;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1461;;;;0;;;;;1086;;;;;;
6655170;92577;;0;Fulano(a) 1462;;;;;;;;;;;CA;;;;24/08/1979 00:00;Mecânico;Brasileiro;;;;Canaã;;Florianopolis;SC;;;;(00) 9999-2416;;;;;;;FI;1;1;08/08/2013 14:09;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1462;;;;0;;;6279;;203;;;;;;
102194881;92577;;0;Fulano(a) 1463;;;;;;;;;;;CA;;;;;Produtor rural;Brasileira;;;;Centro;;Florianopolis;SC;;;;(00) 9999-2417;;;;;;;FI;2;1;14/05/2019 15:50;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1463;;;;0;;;;;;;;;;;
103345024;92577;;0;Fulano(a) 1464;;;;;;;;;;;CA;;;;30/03/1960 00:00;;Brasileira;;;;;;Florianopolis;SC;;;;(00) 9999-2418;;;;;;;FI;1;0;31/01/2020 09:46;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1464;;;;0;;;;;1087;;;;;;
15269269;92577;;0;Fulano(a) 1465;;;;;;;;;;;CA;;;;08/11/1961 00:00;Industriário;Brasileiro;;;;Mangueiras;;Floripa;Sc;;;;(00) 9999-2419;;;;;;;FI;1;1;25/04/2017 16:52;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1465;;;;0;;;6279;;668;;;;;;
103349573;92577;;0;Fulano(a) 1466;;;;;;;;;;;CA;;;;19/11/1970 00:00;;Brasileira;;;;Caravelas;;Floripa;Sc;;;;(00) 9999-2420;;;;;;;FI;1;0;31/01/2020 16:18;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1466;;;;0;;;;;1088;;;;;;
15402087;92577;;0;Fulano(a) 1467;;;;;;;;;;;;;;;;;;;;;Iguaçu;;Floripa;SC;;;;(00) 9999-2421;;;;;;;JU;2;1;18/05/2017 19:43;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1467;;;;0;;;;;;;;;;;
103355002;92577;;0;Fulano(a) 1468;;;;;;;;;;;;;;;;;;;;;Iguaçu;;Rib. Do Pinhal;PR;;;;(00) 9999-2422;;;;;;;JU;2;1;03/02/2020 14:51;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1468;;;;0;;;;;;;;;;;
10384650;92577;;0;Fulano(a) 1469;;;;;;;;;;;CA;;;;19/02/1961 00:00;Operador de Máquinas;Brasileiro;;;;Santa Terezinha II;;Ribeirao do Pinhal;PR;;;;(00) 9999-2423;;;;;;;FI;1;1;26/02/2015 16:39;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1469;;;;0;;;6279;;423;;;;;;
103071533;92577;;0;Fulano(a) 1470;;;;;;;;;;;CA;;;;09/03/1956 00:00;;Brasileira;;;;;;Ribei. Pinhal;PR;;;;(00) 9999-2424;;;;;;;FI;1;0;19/11/2019 11:27;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1470;;;;0;;;;;1067;;;;;;
102538469;92577;;0;Fulano(a) 1471;;;;;;;;;;;CA;;;;07/02/1976 00:00;Mecânico Hidráulico IV;Brasileira;;;;Esperança;;Floripa;SC;;;;(00) 9999-2425;;;;;;;FI;1;0;30/07/2019 17:29;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1471;;;;0;;;;;1009;;;;;;
103356564;92577;;0;Fulano(a) 1472;;;;;;;;;;;0;;;;;;Brasileira;;;;Bom Jardim;;Florianopolis;SC;;;;(00) 9999-2426;;;;;;;FI;2;1;03/02/2020 17:09;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1472;;;;0;;;;;;;;;;;
11804952;92577;;0;Fulano(a) 1473;;;;;;;;;;;CA;;;;28/11/1964 00:00;Agente Penitenciário;Brasileiro;;;;Bethânia;;Florianopolis;SC;;;;(00) 9999-2427;;;;;;;FI;1;1;03/09/2015 08:26;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1473;;;;0;;;6279;;487;;;;;;
5322684;92577;;0;Fulano(a) 1474;;;;;;;;;;;UE;;;;21/11/1967 00:00;Aposentado;Brasileira;;;;Ideal;;Florianopolis;SC;;;;(00) 9999-2428;;;;;;;FI;1;1;13/02/2013 10:27;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1474;;;;0;;;6279;;165;;;;;;
103373707;92577;;0;Fulano(a) 1475;;;;;;;;;;;CA;;;;28/01/1996 00:00;Frentista;Brasileira;;;;Canaã;;Floripa;Sc;;;;(00) 9999-2429;;;;;;;FI;1;1;06/02/2020 15:58;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1475;;;;0;;;6279;;1089;;;;;;
100300011;92577;;0;Fulano(a) 1476;;;;;;;;;;;CA;;;;19/04/1956 00:00;Aposentado;Brasileiro;;;;Limoeiro;;Floripa;SC;;;;(00) 9999-2430;;;;;;;FI;1;1;05/03/2018 17:39;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1476;;;;0;;;6279;;781;;;;;;
103375766;92577;;0;Fulano(a) 1477;;;;;;;;;;;CA;;;;27/06/1962 00:00;;Brasileira;;;;Ideal;;Florianopolis;SC;;;;(00) 9999-2431;;;;;;;FI;1;0;07/02/2020 09:40;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1477;;;;0;;;;;1090;;;;;;
103371141;92577;;0;Fulano(a) 1478;;;;;;;;;;;;;;;;;;;;;;;Florianopolis;SC;;;;(00) 9999-2432;;;;;;;JU;2;1;06/02/2020 11:22;;0;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1478;;;;0;;;;;;;;;;;
10791550;92577;;0;Fulano(a) 1479;;;;;;;;;;;CA;;;;22/12/1981 00:00;Supervisor;Brasileiro;;;;JK;;Florianopolis;SC;;(00) 1234-5318;;(00) 9999-2433;;;;;;;FI;1;1;23/04/2015 15:01;;57759;;;;;;;;;;;;;;;;;;0;0;;1;;FULANO(A) 1479;;;;100040203;;;6279;;441;;;;;;
